"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-01-29","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","47",",,W","29",",,W","  320",",,W","  320",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-01-30","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","31","H,,S","40",",,W","22",",,W","   30",",,W","   30",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-01-31","3.13",",,W",,,"0.07",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","47",",,W","25",",,W","  290",",,W","  280",",,W","8.9",",,W","11.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-01","3.80",",,W",,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","46",",,W","31",",,W","  270",",,W","  360",",,W","6.9",",,W","10.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-02","7.16",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,","39","H,,S","44",",,W","34",",,W","  280",",,W","  270",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-03","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","64",",,W","32",",,W","  250",",,W","  260",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-04","3.36",",,W",,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","68",",,W","41",",,W","  270",",,W","  280",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-05","8.28",",,W",,,"0.14",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","54",",,W","37",",,W","   10",",,W","   20",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-06","4.70",",,W",,,"0.56",",,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","45",",,W","36",",,W","  150",",,W","  150",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-07","17.67",",,W",,,"0.38",",,W,2400","0.0","T,,W,","0.0",",,W,","47","H,,S","61",",,W","33",",,W","  280",",,W","  240",",,W","38.0",",,W","52.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-08","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","45",",,W","29",",,W","  270",",,W","  250",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-09","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","49",",,W","28",",,W","  170",",,W","  170",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-10","8.50",",,W",,,"0.35",",,W,2400","0.0",",,W,","0.0",",,W,","43","H,,S","46",",,W","42",",,W","  220",",,W","  220",",,W","19.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-11","6.04",",,W",,,"0.55",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","54",",,W","45",",,W","  310",",,W","  310",",,W","21.0",",,W","29.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-12","7.38",",,W",,,"0.12",",,W,2400","0.0",",,W,","0.0",",,W,","43","H,,S","47",",,W","34",",,W","  320",",,W","  320",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-13","9.17",",,W",,,"0.20",",,W,2400","0.0",",,W,","0.0",",,W,","43","H,,S","51",",,W","37",",,W","  300",",,W","  300",",,W","25.1",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-14","14.76",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","36","H,,S","41",",,W","20",",,W","  320",",,W","  300",",,W","28.0",",,W","36.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-15","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","24","H,,S","32",",,W","14",",,W","  150",",,W","   30",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-16","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","36","H,,S","50",",,W","28",",,W","  150",",,W","  150",",,W","13.0",",,W","14.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-17","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","43","H,,S","53",",,W","34",",,W","  160",",,W","   20",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-18","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","60",",,W","36",",,W","  150",",,W","  150",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-19","12.30",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","53",",,W","32",",,W","  300",",,W","  300",",,W","25.1",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-20","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","34","H,,S","39",",,W","28",",,W","  360",",,W","  360",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-21","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","29","H,,S","37",",,W","19",",,W","   20",",,W","   10",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-22","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","35","H,,S","51",",,W","23",",,W","  250",",,W","  300",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-23","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","58",",,W","23",",,W","  180",",,W","  170",",,W","18.1",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-24","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","42","H,,S","58",",,W","26",",,W","  190",",,W","  180",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-25","4.92",",,W",,,"0.25",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","51",",,W","44",",,W","  200",",,W","  210",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-26","7.38",",,W",,,"0.09",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","51",",,W","46",",,W","  100",",,W","  100",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-27","19.69",",,W",,,"0.12",",,W,2400","0.0",",,W,","0.0",",,W,","42","H,,S","48",",,W","31",",,W","  290",",,W","  280",",,W","35.1",",,W","44.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-28","11.18",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","36","H,,S","44",",,W","29",",,W","  240",",,W","  280",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-02-29","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","32","H,,S","38",",,W","25",",,W","  290",",,W","  300",",,W","25.9",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-01","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","35","H,,S","48",",,W","24",",,W","  280",",,W","  280",",,W","21.0",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-02","10.51",",,W",,,"0.04",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","65",",,W","29",",,W","  250",",,W","  220",",,W","25.9",",,W","36.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-03","6.93",",,W",,,"0.17",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","58",",,W","40",",,W","  300",",,W","  300",",,W","38.9",",,W","55.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-04","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","61",",,W","43",",,W","  290",",,W","  290",",,W","28.0",",,W","38.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-05","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","54",",,W","37",",,W","  340",",,W","  340",",,W","25.9",",,W","34.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-06","8.72",",,W",,,"0.30",",,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","43",",,W","34",",,W","  320",",,W","  320",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-07","14.99",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","49",",,W","33",",,W","  320",",,W","  330",",,W","29.1",",,W","38.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-08","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","42","H,,S","60",",,W","27",",,W","  240",",,W","  250",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-09","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","72",",,W","35",",,W","  230",",,W","  250",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-10","11.41",",,W",,,"0.03",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","70",",,W","49",",,W","  220",",,W","  200",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-11","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","57",",,W","40",",,W","  300",",,W","  310",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-12","5.59",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","56",",,W","38",",,W","  100",",,W","   90",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-13","12.53",",,W",,,"0.33",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","75",",,W","50",",,W","  280",",,W","  290",",,W","31.1",",,W","38.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-14","10.51",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","58",",,W","42",",,W","  320",",,W","  310",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-15","6.04",",,W",,,"0.03",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","57",",,W","37",",,W","   20",",,W","   20",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-16","11.18",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","43","H,,S","52",",,W","36",",,W","  170",",,W","  170",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-17","5.37",",,W",,,"0.07",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","59",",,W","42",",,W","  330",",,W",,,"10.1",",,W",,,,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-18","8.95",",,W",,,"0.11",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","57",",,W","34",",,W","  160",",,W","  170",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-19","5.37",",,W",,,"0.63",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","56",",,W","44",",,W","   90",",,W","  100",",,W","12.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-20","10.07",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","80",",,W","51",",,W","  230",",,W","  240",",,W","30.0",",,W","38.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,
